what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1264113316336
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113316894
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113317918
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113320147
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264113321444
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113323606
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113327437
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113328153
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1264113329281
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113329961
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264113332605
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113334519
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113349599
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113350656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113358507
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113359182
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113360103
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1264113364768
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113374617
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113412862
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264113428516
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264113429808
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264113431456
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264113434146
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1264113464920
