what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114492814
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1264114492862
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1264114492862
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114499869
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114571493
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114573579
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114580773
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114582117
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264114583785
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114588149
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114609609
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1264114614005
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114617772
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114625184
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114629262
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114631114
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264114631168
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114633414
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114680297
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1264114680349
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264114680857
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264114685744
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264114687070
activated,view,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui.views.AntView",1264114688216
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264114717143
