what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109836888
activated,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1264109837336
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace",1264109837343
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109837814
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109838276
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264109839000
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264109842128
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109866447
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109871582
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264109879161
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264109884742
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109890025
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264109890163
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264109892211
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264109893543
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264109894847
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264110069515
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1264110072765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1264110074070
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1264110074375
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1264110096429
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264110101615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1264110103028
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1264110103100
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1264110107094
